,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11,box12,angry12,disgust12,fear12,happy12,sad12,surprise12,neutral12,box13,angry13,disgust13,fear13,happy13,sad13,surprise13,neutral13,box14,angry14,disgust14,fear14,happy14,sad14,surprise14,neutral14,box15,angry15,disgust15,fear15,happy15,sad15,surprise15,neutral15,box16,angry16,disgust16,fear16,happy16,sad16,surprise16,neutral16,box17,angry17,disgust17,fear17,happy17,sad17,surprise17,neutral17
0,"[160, 429, 45, 58]",0.05,0.0,0.02,0.03,0.09,0.01,0.8,"[207, 300, 31, 38]",0.1,0.02,0.11,0.14,0.56,0.01,0.07,"[475, 153, 28, 40]",0.41,0.0,0.01,0.0,0.41,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[212, 294, 30, 39]",0.09,0.0,0.07,0.15,0.27,0.01,0.41,"[157, 434, 43, 54]",0.05,0.0,0.01,0.86,0.01,0.03,0.04,"[460, 162, 27, 42]",0.64,0.0,0.09,0.05,0.14,0.06,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"[479, 153, 30, 41]",0.28,0.0,0.01,0.08,0.37,0.01,0.26,"[213, 290, 31, 43]",0.2,0.0,0.08,0.21,0.32,0.02,0.18,"[152, 418, 43, 56]",0.01,0.0,0.08,0.8,0.05,0.03,0.03,"[1040, 189, 43, 59]",0.1,0.0,0.01,0.03,0.18,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"[476, 159, 29, 42]",0.43,0.0,0.06,0.05,0.42,0.01,0.03,"[221, 290, 30, 41]",0.12,0.0,0.06,0.47,0.13,0.02,0.2,"[169, 421, 44, 59]",0.04,0.0,0.01,0.37,0.05,0.01,0.52,"[1041, 192, 45, 60]",0.18,0.0,0.05,0.13,0.32,0.03,0.29,"[939, 246, 26, 34]",0.2,0.0,0.1,0.08,0.45,0.02,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"[161, 422, 44, 53]",0.28,0.0,0.1,0.1,0.1,0.04,0.38,"[215, 300, 31, 37]",0.04,0.0,0.02,0.87,0.02,0.01,0.04,"[1042, 188, 47, 65]",0.13,0.0,0.01,0.1,0.1,0.0,0.66,"[935, 242, 26, 32]",0.25,0.0,0.05,0.01,0.29,0.02,0.39,"[480, 151, 29, 43]",0.18,0.0,0.01,0.13,0.45,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"[212, 293, 30, 39]",0.04,0.0,0.04,0.16,0.15,0.08,0.52,"[144, 423, 45, 58]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,"[1038, 190, 46, 61]",0.21,0.0,0.06,0.06,0.2,0.03,0.45,"[476, 152, 28, 40]",0.45,0.0,0.01,0.04,0.37,0.0,0.13,"[938, 237, 27, 37]",0.19,0.0,0.07,0.02,0.6,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"[221, 292, 29, 40]",0.09,0.0,0.06,0.27,0.25,0.0,0.32,"[165, 432, 44, 56]",0.0,0.0,0.0,0.95,0.0,0.01,0.04,"[472, 154, 29, 39]",0.43,0.0,0.01,0.03,0.39,0.0,0.15,"[932, 242, 27, 33]",0.2,0.0,0.02,0.01,0.52,0.0,0.24,"[1041, 190, 42, 58]",0.14,0.0,0.02,0.04,0.21,0.01,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"[163, 432, 44, 56]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[225, 290, 30, 43]",0.08,0.0,0.03,0.12,0.3,0.01,0.47,"[468, 155, 29, 40]",0.36,0.0,0.01,0.06,0.29,0.0,0.28,"[936, 240, 25, 33]",0.06,0.0,0.06,0.01,0.72,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"[168, 426, 46, 58]",0.04,0.0,0.01,0.41,0.01,0.03,0.49,"[223, 295, 29, 38]",0.0,0.0,0.02,0.86,0.02,0.0,0.09,"[474, 151, 28, 41]",0.42,0.0,0.01,0.01,0.38,0.0,0.18,"[935, 239, 25, 32]",0.49,0.0,0.06,0.04,0.28,0.02,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"[225, 291, 29, 40]",0.03,0.0,0.01,0.24,0.04,0.0,0.68,"[478, 152, 30, 40]",0.3,0.0,0.01,0.08,0.25,0.0,0.35,"[143, 439, 42, 58]",0.09,0.0,0.53,0.16,0.13,0.07,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"[166, 426, 44, 52]",0.01,0.0,0.01,0.8,0.01,0.0,0.16,"[222, 290, 30, 41]",0.06,0.0,0.02,0.08,0.1,0.0,0.73,"[472, 152, 27, 39]",0.22,0.0,0.01,0.01,0.32,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"[472, 156, 28, 42]",0.61,0.0,0.04,0.05,0.24,0.01,0.04,"[1045, 190, 45, 61]",0.24,0.0,0.13,0.06,0.15,0.01,0.41,"[172, 425, 44, 58]",0.11,0.0,0.22,0.05,0.05,0.24,0.33,"[223, 300, 28, 37]",0.3,0.02,0.13,0.26,0.11,0.16,0.01,"[887, 253, 46, 47]",0.08,0.0,0.09,0.11,0.6,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"[224, 289, 30, 41]",0.07,0.0,0.02,0.38,0.24,0.0,0.29,"[171, 432, 45, 59]",0.23,0.01,0.05,0.0,0.1,0.07,0.55,"[475, 162, 28, 38]",0.17,0.0,0.04,0.24,0.45,0.0,0.1,"[1053, 184, 46, 63]",0.21,0.0,0.03,0.02,0.24,0.0,0.49,"[940, 237, 26, 36]",0.02,0.0,0.01,0.89,0.04,0.01,0.03,"[887, 256, 43, 48]",0.03,0.0,0.08,0.06,0.76,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"[223, 291, 30, 41]",0.03,0.0,0.02,0.58,0.15,0.05,0.17,"[167, 427, 42, 62]",0.12,0.0,0.06,0.02,0.07,0.52,0.21,"[476, 148, 30, 42]",0.15,0.0,0.02,0.49,0.1,0.01,0.23,"[486, 299, 28, 35]",0.25,0.0,0.11,0.04,0.57,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"[184, 431, 46, 60]",0.08,0.0,0.06,0.15,0.27,0.01,0.44,"[224, 290, 32, 47]",0.16,0.0,0.08,0.36,0.14,0.16,0.1,"[472, 148, 30, 42]",0.17,0.0,0.04,0.42,0.19,0.01,0.16,"[942, 239, 24, 34]",0.24,0.0,0.08,0.58,0.08,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"[489, 139, 129, 174]",0.07,0.0,0.03,0.44,0.02,0.26,0.18,"[154, 426, 45, 60]",0.1,0.0,0.14,0.13,0.06,0.28,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"[502, 143, 134, 182]",0.02,0.0,0.04,0.65,0.01,0.27,0.01,"[140, 430, 46, 58]",0.29,0.0,0.17,0.02,0.18,0.03,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"[484, 150, 129, 173]",0.01,0.0,0.01,0.96,0.0,0.01,0.01,"[126, 441, 45, 59]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"[183, 430, 43, 55]",0.12,0.0,0.15,0.13,0.26,0.01,0.33,"[472, 155, 138, 195]",0.02,0.0,0.0,0.33,0.0,0.64,0.0,"[207, 412, 29, 33]",0.22,0.0,0.04,0.05,0.5,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"[489, 149, 123, 177]",0.0,0.0,0.0,0.56,0.0,0.43,0.01,"[179, 424, 44, 56]",0.04,0.0,0.01,0.88,0.0,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"[160, 438, 46, 59]",0.0,0.0,0.0,0.96,0.0,0.0,0.04,"[473, 141, 137, 186]",0.0,0.0,0.0,0.59,0.0,0.41,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"[486, 145, 128, 181]",0.0,0.0,0.0,0.94,0.0,0.04,0.01,"[161, 425, 44, 51]",0.35,0.0,0.06,0.04,0.31,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"[479, 155, 125, 168]",0.18,0.0,0.14,0.07,0.15,0.29,0.17,"[143, 427, 45, 54]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"[155, 419, 48, 62]",0.04,0.0,0.01,0.58,0.01,0.34,0.02,"[464, 130, 128, 173]",0.02,0.0,0.07,0.02,0.31,0.41,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"[468, 126, 124, 177]",0.03,0.0,0.14,0.18,0.04,0.1,0.52,"[158, 422, 43, 50]",0.05,0.0,0.05,0.5,0.05,0.01,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"[156, 422, 45, 55]",0.26,0.0,0.03,0.42,0.03,0.02,0.24,"[491, 144, 136, 183]",0.04,0.0,0.04,0.46,0.04,0.17,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"[497, 148, 128, 178]",0.05,0.0,0.03,0.47,0.0,0.2,0.24,"[149, 447, 44, 60]",0.07,0.03,0.04,0.16,0.01,0.61,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"[477, 152, 138, 181]",0.02,0.0,0.02,0.81,0.01,0.08,0.06,"[134, 434, 45, 58]",0.21,0.0,0.05,0.37,0.01,0.3,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[500, 140, 135, 189]",0.07,0.0,0.03,0.81,0.01,0.02,0.06,"[130, 427, 47, 64]",0.0,0.0,0.0,0.95,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"[474, 126, 129, 189]",0.07,0.0,0.2,0.33,0.01,0.38,0.0,"[173, 420, 44, 55]",0.04,0.0,0.01,0.83,0.02,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"[490, 150, 131, 182]",0.01,0.0,0.01,0.86,0.01,0.08,0.04,"[180, 420, 46, 57]",0.05,0.0,0.01,0.86,0.02,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[475, 140, 136, 185]",0.28,0.0,0.43,0.02,0.2,0.06,0.01,"[169, 428, 41, 49]",0.02,0.0,0.0,0.36,0.02,0.0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"[153, 442, 45, 55]",0.04,0.0,0.01,0.46,0.02,0.02,0.45,"[486, 130, 133, 178]",0.01,0.0,0.02,0.88,0.01,0.05,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"[494, 141, 132, 177]",0.1,0.0,0.1,0.11,0.51,0.0,0.17,"[144, 425, 46, 57]",0.01,0.0,0.01,0.86,0.0,0.02,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"[489, 133, 129, 182]",0.08,0.0,0.17,0.49,0.1,0.11,0.06,"[144, 430, 43, 59]",0.04,0.0,0.02,0.04,0.12,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"[490, 136, 126, 187]",0.04,0.0,0.02,0.83,0.02,0.03,0.06,"[144, 421, 45, 55]",0.08,0.0,0.04,0.44,0.02,0.07,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"[490, 134, 134, 186]",0.26,0.0,0.03,0.6,0.09,0.02,0.01,"[159, 423, 42, 53]",0.03,0.0,0.02,0.85,0.02,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"[506, 150, 130, 173]",0.0,0.0,0.01,0.11,0.0,0.86,0.01,"[156, 430, 49, 60]",0.3,0.02,0.15,0.24,0.05,0.13,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"[501, 138, 131, 175]",0.03,0.0,0.07,0.36,0.02,0.13,0.39,"[174, 433, 44, 54]",0.0,0.0,0.01,0.84,0.04,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"[483, 132, 131, 188]",0.05,0.0,0.04,0.67,0.08,0.04,0.11,"[180, 420, 45, 61]",0.04,0.0,0.02,0.65,0.02,0.14,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[165, 420, 46, 56]",0.29,0.0,0.06,0.34,0.01,0.15,0.14,"[475, 138, 135, 185]",0.01,0.0,0.02,0.71,0.02,0.2,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"[486, 134, 137, 181]",0.01,0.0,0.04,0.55,0.0,0.32,0.08,"[146, 427, 46, 55]",0.02,0.0,0.02,0.7,0.01,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"[491, 140, 130, 175]",0.05,0.0,0.03,0.6,0.11,0.0,0.21,"[149, 431, 45, 57]",0.14,0.0,0.14,0.01,0.03,0.54,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[485, 139, 132, 173]",0.02,0.0,0.07,0.12,0.05,0.04,0.7,"[170, 434, 45, 58]",0.09,0.0,0.01,0.01,0.09,0.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[485, 133, 124, 176]",0.07,0.0,0.14,0.11,0.13,0.11,0.44,"[158, 436, 44, 56]",0.11,0.0,0.07,0.03,0.06,0.03,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"[481, 145, 133, 178]",0.06,0.0,0.05,0.33,0.15,0.01,0.4,"[172, 420, 43, 53]",0.05,0.0,0.03,0.09,0.24,0.01,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"[479, 158, 131, 186]",0.12,0.0,0.06,0.65,0.11,0.06,0.01,"[162, 428, 42, 54]",0.38,0.0,0.1,0.03,0.16,0.0,0.33,"[499, 377, 72, 88]",0.19,0.0,0.05,0.59,0.1,0.04,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"[494, 149, 113, 161]",0.18,0.0,0.18,0.03,0.13,0.04,0.43,"[168, 436, 44, 55]",0.07,0.0,0.03,0.52,0.18,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"[484, 149, 138, 178]",0.05,0.0,0.03,0.78,0.03,0.02,0.09,"[158, 428, 45, 55]",0.05,0.0,0.07,0.4,0.14,0.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"[488, 130, 137, 187]",0.04,0.0,0.11,0.06,0.01,0.74,0.03,"[165, 422, 48, 60]",0.04,0.0,0.02,0.01,0.05,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"[483, 134, 134, 190]",0.03,0.0,0.02,0.2,0.07,0.17,0.5,"[165, 460, 44, 55]",0.38,0.0,0.05,0.16,0.21,0.03,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"[477, 132, 131, 163]",0.06,0.0,0.03,0.28,0.02,0.1,0.51,"[164, 415, 47, 60]",0.02,0.0,0.01,0.93,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"[162, 419, 45, 55]",0.12,0.0,0.1,0.55,0.08,0.04,0.12,"[478, 143, 144, 188]",0.01,0.0,0.02,0.87,0.02,0.03,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"[475, 147, 135, 186]",0.09,0.0,0.17,0.18,0.08,0.08,0.41,"[163, 425, 44, 57]",0.1,0.0,0.01,0.24,0.14,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[494, 147, 133, 167]",0.1,0.0,0.14,0.15,0.12,0.02,0.46,"[158, 426, 46, 59]",0.08,0.01,0.04,0.03,0.07,0.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"[163, 425, 45, 55]",0.13,0.0,0.06,0.13,0.15,0.0,0.53,"[493, 153, 132, 174]",0.05,0.0,0.02,0.4,0.02,0.1,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
