,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11,box12,angry12,disgust12,fear12,happy12,sad12,surprise12,neutral12,box13,angry13,disgust13,fear13,happy13,sad13,surprise13,neutral13,box14,angry14,disgust14,fear14,happy14,sad14,surprise14,neutral14,box15,angry15,disgust15,fear15,happy15,sad15,surprise15,neutral15,box16,angry16,disgust16,fear16,happy16,sad16,surprise16,neutral16
242,"[194, 138, 100, 126]",0.18,0.0,0.12,0.01,0.55,0.0,0.14,"[1037, 150, 82, 103]",0.19,0.0,0.24,0.05,0.5,0.0,0.02,"[377, 93, 64, 81]",0.14,0.0,0.09,0.43,0.26,0.0,0.07,"[454, 173, 135, 170]",0.1,0.0,0.1,0.61,0.09,0.01,0.09,"[1161, 147, 95, 112]",0.23,0.0,0.09,0.01,0.58,0.0,0.09,"[754, 260, 131, 184]",0.15,0.0,0.33,0.03,0.39,0.01,0.08,"[779, 161, 73, 104]",0.23,0.0,0.07,0.04,0.49,0.0,0.18,"[168, 80, 55, 70]",0.27,0.0,0.15,0.09,0.43,0.02,0.04,"[704, 139, 74, 97]",0.13,0.0,0.05,0.22,0.57,0.01,0.02,"[893, 133, 64, 85]",0.16,0.0,0.17,0.04,0.51,0.0,0.12,"[197, 368, 154, 209]",0.35,0.0,0.06,0.27,0.16,0.0,0.16,"[639, 77, 50, 63]",0.16,0.0,0.12,0.11,0.55,0.0,0.05,"[470, 108, 46, 60]",0.09,0.0,0.08,0.36,0.38,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,"[171, 142, 97, 123]",0.11,0.0,0.01,0.01,0.23,0.0,0.64,"[377, 94, 64, 80]",0.14,0.0,0.05,0.32,0.39,0.0,0.1,"[1177, 143, 91, 107]",0.35,0.0,0.08,0.01,0.33,0.0,0.22,"[1062, 147, 79, 99]",0.3,0.0,0.18,0.04,0.44,0.01,0.03,"[453, 175, 130, 168]",0.01,0.0,0.01,0.94,0.01,0.0,0.03,"[771, 155, 75, 100]",0.3,0.0,0.12,0.03,0.27,0.0,0.29,"[164, 78, 61, 72]",0.13,0.0,0.26,0.2,0.38,0.01,0.02,"[761, 253, 133, 183]",0.18,0.0,0.13,0.07,0.45,0.0,0.16,"[892, 127, 69, 89]",0.1,0.0,0.05,0.04,0.53,0.0,0.28,"[693, 134, 78, 101]",0.08,0.0,0.07,0.5,0.19,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,"[174, 141, 97, 125]",0.28,0.0,0.02,0.01,0.18,0.0,0.5,"[379, 94, 61, 79]",0.11,0.0,0.14,0.39,0.27,0.0,0.09,"[1062, 140, 78, 100]",0.24,0.0,0.24,0.09,0.38,0.01,0.04,"[770, 152, 76, 103]",0.27,0.0,0.15,0.01,0.28,0.0,0.29,"[1175, 140, 94, 113]",0.22,0.0,0.12,0.02,0.5,0.0,0.13,"[289, 83, 58, 72]",0.25,0.0,0.23,0.04,0.39,0.05,0.03,"[769, 263, 121, 166]",0.32,0.0,0.13,0.05,0.37,0.0,0.12,"[447, 173, 130, 169]",0.08,0.0,0.08,0.33,0.08,0.02,0.42,"[171, 376, 138, 185]",0.49,0.0,0.07,0.16,0.14,0.02,0.14,"[892, 126, 72, 89]",0.06,0.0,0.04,0.07,0.59,0.0,0.23,"[699, 143, 64, 80]",0.22,0.0,0.06,0.24,0.33,0.0,0.16,"[160, 78, 58, 68]",0.15,0.0,0.08,0.05,0.7,0.0,0.02,"[1020, 120, 51, 64]",0.1,0.0,0.13,0.39,0.31,0.0,0.06,"[1080, 366, 39, 46]",0.36,0.0,0.27,0.05,0.31,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
245,"[880, 243, 25, 30]",0.25,0.0,0.12,0.02,0.58,0.0,0.03,"[225, 234, 21, 28]",0.68,0.0,0.04,0.06,0.17,0.0,0.04,"[94, 233, 21, 25]",0.33,0.0,0.05,0.18,0.22,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"[880, 245, 24, 29]",0.51,0.0,0.2,0.03,0.24,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,"[686, 104, 127, 158]",0.51,0.0,0.04,0.09,0.12,0.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,"[635, 116, 122, 150]",0.7,0.02,0.01,0.01,0.11,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,"[681, 94, 132, 161]",0.85,0.0,0.01,0.01,0.05,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"[179, 269, 22, 24]",0.31,0.0,0.01,0.32,0.27,0.0,0.09,"[96, 259, 20, 28]",0.06,0.0,0.03,0.06,0.59,0.0,0.27,"[1070, 263, 22, 30]",0.61,0.0,0.02,0.01,0.34,0.0,0.02,"[954, 268, 22, 29]",0.09,0.0,0.13,0.08,0.61,0.0,0.08,"[1244, 261, 24, 29]",0.13,0.0,0.06,0.2,0.49,0.0,0.12,"[1161, 279, 20, 23]",0.06,0.0,0.0,0.83,0.03,0.0,0.08,"[7, 268, 22, 26]",0.18,0.0,0.13,0.01,0.63,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,"[95, 264, 20, 25]",0.1,0.0,0.03,0.02,0.4,0.01,0.44,"[1076, 269, 21, 27]",0.05,0.0,0.06,0.03,0.68,0.0,0.18,"[952, 272, 21, 26]",0.35,0.0,0.14,0.04,0.44,0.0,0.04,"[1248, 262, 22, 27]",0.3,0.0,0.02,0.06,0.45,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,"[1077, 272, 22, 27]",0.26,0.0,0.35,0.01,0.34,0.0,0.04,"[6, 261, 23, 28]",0.49,0.0,0.03,0.1,0.15,0.01,0.23,"[271, 272, 20, 27]",0.45,0.0,0.03,0.05,0.46,0.0,0.02,"[1168, 280, 21, 24]",0.12,0.0,0.01,0.76,0.08,0.0,0.04,"[1251, 263, 20, 27]",0.42,0.0,0.02,0.02,0.51,0.0,0.03,"[96, 273, 19, 23]",0.27,0.0,0.07,0.17,0.43,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,"[654, 104, 122, 147]",0.92,0.0,0.04,0.0,0.04,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"[596, 129, 120, 154]",0.64,0.06,0.1,0.0,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"[532, 153, 126, 158]",0.11,0.0,0.08,0.09,0.71,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,"[583, 131, 130, 170]",0.3,0.01,0.1,0.0,0.56,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"[622, 87, 130, 160]",0.75,0.0,0.06,0.01,0.1,0.02,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,"[495, 138, 119, 151]",0.68,0.01,0.16,0.0,0.14,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,"[496, 166, 121, 151]",0.77,0.01,0.07,0.01,0.13,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"[505, 179, 113, 141]",0.86,0.0,0.11,0.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,"[458, 123, 117, 151]",0.69,0.01,0.12,0.0,0.08,0.02,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"[472, 128, 115, 142]",0.95,0.0,0.02,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,"[475, 125, 125, 155]",0.83,0.04,0.08,0.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,"[507, 186, 108, 134]",0.76,0.04,0.16,0.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,"[459, 151, 125, 164]",0.58,0.0,0.14,0.0,0.26,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,"[464, 105, 123, 145]",0.73,0.01,0.12,0.0,0.14,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,"[483, 154, 127, 165]",0.12,0.0,0.04,0.03,0.75,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,"[565, 83, 124, 155]",0.89,0.03,0.02,0.0,0.03,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,"[556, 81, 116, 143]",0.95,0.0,0.02,0.01,0.01,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,"[626, 88, 126, 163]",0.76,0.12,0.02,0.03,0.06,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,"[532, 71, 143, 175]",0.74,0.01,0.01,0.23,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,"[665, 71, 137, 172]",0.84,0.0,0.01,0.0,0.12,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,"[270, 269, 21, 27]",0.08,0.0,0.09,0.02,0.15,0.05,0.6,"[1072, 267, 23, 33]",0.62,0.0,0.04,0.02,0.24,0.0,0.08,"[89, 276, 23, 26]",0.07,0.0,0.12,0.09,0.67,0.0,0.04,"[958, 269, 22, 29]",0.15,0.0,0.09,0.01,0.57,0.0,0.17,"[1244, 261, 22, 27]",0.06,0.0,0.03,0.07,0.38,0.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"[270, 268, 22, 28]",0.14,0.0,0.08,0.05,0.22,0.05,0.46,"[1073, 268, 21, 28]",0.75,0.0,0.03,0.0,0.18,0.0,0.03,"[89, 276, 23, 25]",0.06,0.0,0.04,0.15,0.66,0.0,0.09,"[1244, 262, 23, 27]",0.05,0.0,0.03,0.04,0.18,0.0,0.7,"[1165, 277, 19, 24]",0.12,0.0,0.01,0.63,0.12,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,"[270, 268, 21, 28]",0.12,0.0,0.1,0.05,0.2,0.05,0.48,"[1071, 267, 22, 30]",0.71,0.0,0.06,0.02,0.1,0.0,0.11,"[89, 275, 23, 26]",0.06,0.0,0.04,0.07,0.76,0.0,0.08,"[1165, 276, 20, 23]",0.06,0.0,0.0,0.77,0.05,0.0,0.11,"[1244, 261, 22, 27]",0.05,0.0,0.03,0.04,0.25,0.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,"[271, 270, 20, 25]",0.09,0.0,0.08,0.01,0.18,0.02,0.62,"[956, 268, 23, 30]",0.37,0.0,0.21,0.02,0.35,0.0,0.05,"[618, 187, 28, 32]",0.87,0.0,0.0,0.0,0.04,0.0,0.08,"[1166, 277, 20, 23]",0.05,0.0,0.0,0.78,0.05,0.0,0.12,"[91, 273, 20, 24]",0.14,0.0,0.07,0.04,0.67,0.0,0.08,"[1244, 262, 22, 26]",0.11,0.0,0.01,0.04,0.15,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,"[273, 271, 20, 25]",0.16,0.0,0.09,0.02,0.3,0.0,0.42,"[95, 269, 21, 26]",0.03,0.0,0.03,0.03,0.26,0.01,0.63,"[612, 185, 27, 33]",0.97,0.01,0.0,0.0,0.01,0.0,0.01,"[1167, 277, 19, 23]",0.03,0.0,0.0,0.78,0.05,0.0,0.13,"[1069, 267, 21, 29]",0.79,0.0,0.03,0.01,0.13,0.0,0.04,"[1244, 261, 23, 27]",0.11,0.0,0.02,0.07,0.19,0.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,"[271, 271, 22, 28]",0.12,0.0,0.2,0.02,0.42,0.0,0.24,"[92, 266, 20, 25]",0.1,0.0,0.04,0.48,0.15,0.01,0.22,"[956, 271, 21, 27]",0.67,0.0,0.07,0.07,0.17,0.0,0.02,"[1069, 269, 20, 27]",0.86,0.0,0.02,0.01,0.08,0.0,0.02,"[1166, 277, 19, 24]",0.03,0.0,0.0,0.85,0.03,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,"[272, 271, 21, 27]",0.13,0.0,0.16,0.01,0.46,0.0,0.23,"[611, 183, 27, 33]",0.87,0.01,0.0,0.0,0.02,0.0,0.08,"[1069, 263, 23, 31]",0.91,0.0,0.01,0.01,0.06,0.0,0.01,"[1244, 261, 23, 28]",0.08,0.0,0.03,0.14,0.2,0.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,"[929, 16, 67, 88]",0.07,0.0,0.03,0.0,0.11,0.0,0.79,"[328, 61, 93, 112]",0.25,0.01,0.11,0.22,0.14,0.01,0.27,"[241, 69, 69, 92]",0.15,0.0,0.15,0.1,0.24,0.05,0.32,"[1034, 124, 75, 94]",0.24,0.0,0.1,0.09,0.3,0.0,0.26,"[455, 64, 72, 94]",0.59,0.02,0.1,0.13,0.12,0.01,0.04,"[548, 166, 128, 162]",0.13,0.0,0.05,0.22,0.33,0.0,0.26,"[430, 457, 249, 328]",0.07,0.0,0.06,0.21,0.55,0.0,0.12,"[716, 176, 103, 151]",0.07,0.0,0.17,0.04,0.41,0.02,0.29,"[651, 96, 62, 83]",0.26,0.0,0.12,0.07,0.2,0.08,0.27,"[758, 266, 124, 172]",0.43,0.0,0.19,0.03,0.35,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"[931, 18, 67, 85]",0.07,0.0,0.04,0.0,0.26,0.01,0.62,"[464, 60, 70, 99]",0.31,0.01,0.07,0.21,0.13,0.01,0.26,"[558, 163, 122, 155]",0.07,0.0,0.06,0.4,0.22,0.01,0.25,"[242, 65, 71, 98]",0.18,0.0,0.15,0.06,0.16,0.08,0.36,"[424, 432, 229, 294]",0.02,0.0,0.08,0.01,0.64,0.0,0.25,"[201, 37, 53, 66]",0.11,0.0,0.13,0.24,0.22,0.01,0.29,"[1027, 121, 79, 101]",0.09,0.0,0.1,0.08,0.21,0.0,0.51,"[328, 56, 98, 117]",0.36,0.01,0.06,0.1,0.19,0.01,0.27,"[650, 95, 62, 83]",0.34,0.0,0.14,0.24,0.12,0.05,0.1,"[749, 270, 131, 179]",0.14,0.0,0.47,0.04,0.3,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,"[931, 17, 67, 86]",0.12,0.0,0.05,0.0,0.15,0.02,0.66,"[243, 68, 71, 93]",0.22,0.0,0.1,0.03,0.32,0.03,0.3,"[464, 58, 72, 98]",0.03,0.0,0.0,0.92,0.01,0.0,0.03,"[324, 54, 99, 121]",0.36,0.01,0.06,0.18,0.19,0.0,0.21,"[544, 166, 127, 158]",0.09,0.0,0.16,0.31,0.21,0.0,0.23,"[711, 164, 122, 168]",0.43,0.01,0.17,0.03,0.19,0.03,0.14,"[429, 434, 218, 292]",0.07,0.0,0.06,0.04,0.6,0.0,0.22,"[765, 252, 136, 180]",0.07,0.0,0.14,0.11,0.37,0.01,0.3,"[1024, 128, 73, 95]",0.07,0.0,0.06,0.25,0.25,0.01,0.37,"[813, 86, 22, 24]",0.3,0.0,0.09,0.21,0.37,0.01,0.04,"[649, 94, 64, 82]",0.25,0.0,0.06,0.03,0.19,0.04,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,"[641, 163, 113, 136]",0.38,0.01,0.13,0.09,0.35,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,"[476, 176, 125, 159]",0.65,0.01,0.02,0.21,0.07,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,"[650, 160, 122, 156]",0.38,0.0,0.07,0.41,0.12,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"[577, 88, 126, 155]",0.85,0.1,0.03,0.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,"[532, 114, 129, 162]",0.83,0.0,0.05,0.0,0.09,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,"[541, 79, 131, 153]",0.64,0.13,0.03,0.0,0.18,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,"[631, 103, 125, 157]",0.87,0.04,0.03,0.0,0.03,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,"[533, 97, 121, 154]",0.92,0.01,0.02,0.0,0.04,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,"[668, 73, 129, 156]",0.77,0.06,0.03,0.0,0.12,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,"[612, 80, 132, 161]",0.87,0.08,0.02,0.0,0.02,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,"[432, 117, 126, 156]",0.85,0.02,0.05,0.02,0.02,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,"[509, 138, 128, 154]",0.8,0.0,0.04,0.0,0.05,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,"[520, 137, 127, 154]",0.9,0.0,0.05,0.0,0.04,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,"[463, 157, 123, 161]",0.13,0.02,0.08,0.0,0.76,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,"[567, 82, 122, 156]",0.84,0.01,0.03,0.02,0.04,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
