,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11,box12,angry12,disgust12,fear12,happy12,sad12,surprise12,neutral12,box13,angry13,disgust13,fear13,happy13,sad13,surprise13,neutral13,box14,angry14,disgust14,fear14,happy14,sad14,surprise14,neutral14,box15,angry15,disgust15,fear15,happy15,sad15,surprise15,neutral15,box16,angry16,disgust16,fear16,happy16,sad16,surprise16,neutral16,box17,angry17,disgust17,fear17,happy17,sad17,surprise17,neutral17,box18,angry18,disgust18,fear18,happy18,sad18,surprise18,neutral18
55,"[164, 421, 45, 59]",0.02,0.0,0.01,0.76,0.01,0.08,0.12,"[493, 150, 126, 177]",0.01,0.0,0.04,0.43,0.0,0.51,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"[143, 426, 45, 60]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[490, 149, 132, 183]",0.0,0.0,0.01,0.4,0.0,0.58,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[485, 144, 135, 183]",0.05,0.0,0.18,0.05,0.07,0.64,0.01,"[156, 423, 44, 53]",0.03,0.0,0.01,0.77,0.01,0.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"[163, 418, 43, 53]",0.0,0.0,0.0,0.95,0.0,0.0,0.03,"[494, 152, 139, 192]",0.01,0.0,0.0,0.77,0.0,0.22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"[179, 430, 43, 56]",0.04,0.0,0.05,0.77,0.03,0.01,0.1,"[493, 155, 136, 190]",0.0,0.0,0.03,0.35,0.0,0.62,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"[483, 142, 138, 182]",0.0,0.0,0.0,0.99,0.0,0.01,0.0,"[158, 425, 47, 61]",0.08,0.0,0.07,0.38,0.03,0.01,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"[172, 419, 48, 57]",0.03,0.0,0.03,0.72,0.06,0.0,0.16,"[487, 151, 137, 180]",0.02,0.0,0.03,0.5,0.0,0.43,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"[483, 143, 135, 185]",0.0,0.0,0.01,0.92,0.0,0.05,0.01,"[140, 432, 44, 59]",0.02,0.0,0.0,0.88,0.03,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[149, 426, 45, 59]",0.02,0.0,0.02,0.61,0.01,0.08,0.25,"[465, 138, 135, 191]",0.0,0.0,0.0,0.99,0.0,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"[176, 438, 43, 55]",0.29,0.01,0.05,0.09,0.35,0.0,0.21,"[470, 146, 141, 182]",0.0,0.0,0.0,0.98,0.0,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"[485, 132, 137, 186]",0.04,0.0,0.08,0.38,0.07,0.41,0.03,"[168, 431, 45, 59]",0.13,0.02,0.04,0.02,0.05,0.12,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"[480, 137, 134, 183]",0.11,0.0,0.2,0.31,0.03,0.34,0.0,"[165, 420, 45, 52]",0.26,0.0,0.16,0.26,0.04,0.02,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"[495, 144, 139, 186]",0.02,0.0,0.02,0.87,0.01,0.05,0.02,"[156, 425, 47, 59]",0.06,0.0,0.1,0.36,0.02,0.23,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"[485, 136, 133, 182]",0.0,0.0,0.0,0.92,0.0,0.0,0.06,"[137, 432, 46, 61]",0.13,0.0,0.12,0.11,0.01,0.27,0.36,"[1013, 585, 17, 22]",0.0,0.0,0.01,0.28,0.02,0.02,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"[478, 136, 135, 182]",0.04,0.0,0.13,0.03,0.03,0.75,0.01,"[184, 432, 44, 55]",0.06,0.0,0.02,0.05,0.05,0.01,0.82,"[1013, 585, 17, 22]",0.0,0.0,0.01,0.28,0.02,0.02,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"[490, 126, 127, 188]",0.03,0.0,0.02,0.05,0.06,0.01,0.83,"[184, 425, 44, 56]",0.08,0.0,0.04,0.18,0.19,0.01,0.49,"[1013, 585, 17, 22]",0.0,0.0,0.01,0.28,0.02,0.02,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"[156, 426, 45, 56]",0.07,0.0,0.06,0.03,0.16,0.01,0.69,"[497, 151, 123, 175]",0.01,0.0,0.3,0.09,0.01,0.58,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"[512, 161, 136, 179]",0.0,0.0,0.0,0.99,0.0,0.01,0.0,"[165, 420, 45, 54]",0.25,0.01,0.04,0.58,0.03,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"[484, 155, 140, 192]",0.37,0.0,0.02,0.51,0.04,0.04,0.01,"[179, 424, 45, 56]",0.15,0.0,0.07,0.06,0.16,0.0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"[492, 135, 142, 189]",0.02,0.0,0.02,0.9,0.01,0.02,0.02,"[162, 445, 41, 51]",0.07,0.0,0.02,0.03,0.21,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"[488, 143, 140, 182]",0.06,0.0,0.06,0.68,0.05,0.02,0.12,"[113, 449, 46, 60]",0.41,0.0,0.13,0.02,0.15,0.01,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"[470, 131, 139, 185]",0.0,0.0,0.03,0.86,0.01,0.04,0.06,"[130, 427, 46, 59]",0.24,0.0,0.18,0.0,0.02,0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"[479, 137, 130, 173]",0.0,0.0,0.0,0.87,0.0,0.0,0.12,"[153, 425, 45, 55]",0.09,0.0,0.11,0.07,0.07,0.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"[467, 162, 141, 189]",0.01,0.0,0.01,0.91,0.0,0.06,0.0,"[170, 421, 46, 59]",0.04,0.0,0.02,0.24,0.03,0.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"[472, 139, 137, 188]",0.11,0.0,0.12,0.07,0.25,0.06,0.4,"[154, 418, 46, 53]",0.4,0.0,0.04,0.14,0.06,0.01,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"[474, 132, 136, 186]",0.16,0.0,0.1,0.1,0.56,0.01,0.07,"[173, 424, 44, 53]",0.18,0.0,0.02,0.07,0.19,0.0,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"[495, 155, 132, 177]",0.05,0.0,0.03,0.12,0.34,0.0,0.45,"[154, 427, 47, 61]",0.16,0.01,0.04,0.01,0.06,0.06,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"[481, 144, 140, 186]",0.03,0.0,0.11,0.22,0.05,0.26,0.34,"[171, 427, 45, 54]",0.18,0.0,0.05,0.01,0.27,0.01,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"[167, 438, 46, 62]",0.58,0.02,0.06,0.03,0.03,0.19,0.09,"[216, 251, 19, 27]",0.18,0.0,0.06,0.01,0.73,0.0,0.02,"[666, 277, 23, 32]",0.27,0.0,0.05,0.05,0.57,0.02,0.04,"[631, 220, 17, 25]",0.22,0.0,0.03,0.04,0.63,0.0,0.08,"[893, 337, 30, 41]",0.63,0.0,0.02,0.04,0.3,0.0,0.01,"[875, 256, 20, 29]",0.46,0.01,0.01,0.04,0.31,0.0,0.17,"[504, 353, 32, 50]",0.2,0.01,0.06,0.03,0.67,0.0,0.02,"[1038, 268, 28, 36]",0.3,0.0,0.04,0.1,0.51,0.0,0.04,"[72, 236, 18, 23]",0.11,0.0,0.01,0.01,0.79,0.0,0.07,"[6, 225, 17, 24]",0.2,0.0,0.04,0.14,0.58,0.01,0.04,"[434, 255, 19, 23]",0.04,0.0,0.09,0.05,0.71,0.01,0.1,"[221, 341, 17, 21]",0.08,0.0,0.05,0.03,0.68,0.0,0.16,"[125, 253, 20, 27]",0.25,0.0,0.13,0.22,0.37,0.03,0.01,"[857, 542, 22, 26]",0.12,0.0,0.06,0.02,0.77,0.01,0.02,"[434, 351, 42, 51]",0.29,0.0,0.06,0.2,0.3,0.04,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"[154, 429, 47, 61]",0.08,0.0,0.04,0.01,0.15,0.01,0.72,"[216, 252, 20, 28]",0.3,0.0,0.09,0.13,0.45,0.01,0.02,"[638, 221, 17, 22]",0.38,0.0,0.06,0.12,0.39,0.02,0.03,"[72, 238, 18, 23]",0.12,0.0,0.02,0.01,0.8,0.0,0.05,"[434, 254, 20, 25]",0.09,0.0,0.06,0.09,0.53,0.01,0.21,"[889, 335, 31, 42]",0.23,0.0,0.04,0.04,0.67,0.0,0.02,"[7, 226, 16, 22]",0.15,0.0,0.04,0.12,0.63,0.0,0.05,"[663, 274, 24, 34]",0.22,0.0,0.14,0.29,0.32,0.01,0.02,"[361, 241, 17, 20]",0.2,0.0,0.04,0.09,0.65,0.01,0.01,"[883, 259, 21, 28]",0.26,0.0,0.06,0.03,0.6,0.01,0.03,"[126, 253, 20, 25]",0.21,0.0,0.05,0.39,0.32,0.02,0.01,"[577, 227, 15, 19]",0.06,0.0,0.04,0.15,0.53,0.01,0.21,"[317, 280, 31, 36]",0.31,0.0,0.18,0.07,0.4,0.01,0.03,"[222, 341, 15, 20]",0.07,0.0,0.08,0.03,0.48,0.0,0.34,"[947, 371, 44, 53]",0.28,0.0,0.14,0.08,0.26,0.02,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"[499, 136, 139, 188]",0.18,0.0,0.29,0.0,0.07,0.38,0.07,"[124, 435, 42, 54]",0.18,0.05,0.08,0.03,0.08,0.08,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"[506, 142, 137, 178]",0.1,0.0,0.19,0.03,0.31,0.0,0.37,"[154, 424, 42, 53]",0.17,0.0,0.01,0.12,0.23,0.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"[513, 145, 133, 182]",0.14,0.0,0.11,0.07,0.11,0.08,0.49,"[160, 427, 41, 53]",0.19,0.0,0.02,0.04,0.1,0.02,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"[175, 426, 45, 59]",0.02,0.0,0.05,0.06,0.03,0.63,0.21,"[479, 142, 137, 183]",0.49,0.0,0.15,0.01,0.35,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"[502, 153, 132, 177]",0.11,0.0,0.44,0.0,0.09,0.33,0.02,"[170, 419, 46, 61]",0.61,0.0,0.09,0.01,0.13,0.1,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"[500, 151, 139, 181]",0.0,0.0,0.01,0.93,0.0,0.01,0.06,"[161, 422, 44, 58]",0.16,0.0,0.01,0.77,0.01,0.04,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"[495, 141, 133, 181]",0.18,0.0,0.23,0.04,0.49,0.03,0.03,"[156, 422, 45, 59]",0.33,0.0,0.1,0.14,0.04,0.08,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"[157, 426, 46, 60]",0.04,0.0,0.01,0.0,0.0,0.94,0.01,"[504, 140, 137, 185]",0.04,0.0,0.06,0.58,0.01,0.17,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"[505, 142, 136, 177]",0.07,0.0,0.25,0.14,0.04,0.32,0.18,"[165, 433, 45, 56]",0.25,0.0,0.16,0.18,0.22,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"[506, 157, 133, 182]",0.0,0.0,0.0,0.99,0.0,0.01,0.0,"[159, 427, 47, 61]",0.04,0.0,0.05,0.04,0.05,0.01,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"[496, 141, 139, 183]",0.5,0.0,0.07,0.12,0.25,0.0,0.06,"[162, 435, 44, 58]",0.06,0.0,0.02,0.88,0.01,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"[499, 142, 144, 186]",0.13,0.0,0.01,0.4,0.04,0.01,0.41,"[156, 418, 46, 55]",0.08,0.0,0.06,0.29,0.11,0.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"[495, 141, 132, 176]",0.26,0.0,0.22,0.0,0.47,0.0,0.05,"[159, 426, 45, 55]",0.24,0.0,0.01,0.01,0.11,0.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"[166, 424, 43, 54]",0.04,0.0,0.11,0.24,0.04,0.04,0.53,"[496, 146, 137, 189]",0.05,0.0,0.08,0.63,0.05,0.11,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"[500, 144, 130, 185]",0.01,0.0,0.01,0.95,0.02,0.0,0.02,"[175, 424, 44, 55]",0.27,0.0,0.17,0.07,0.06,0.01,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"[175, 424, 43, 54]",0.1,0.0,0.09,0.24,0.12,0.01,0.45,"[494, 129, 128, 176]",0.02,0.0,0.12,0.07,0.23,0.02,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"[148, 422, 42, 50]",0.2,0.0,0.03,0.17,0.2,0.0,0.4,"[494, 140, 130, 180]",0.18,0.0,0.08,0.03,0.57,0.02,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"[507, 144, 134, 172]",0.05,0.0,0.16,0.31,0.05,0.34,0.1,"[152, 422, 45, 58]",0.04,0.0,0.1,0.41,0.04,0.05,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"[505, 141, 133, 182]",0.0,0.0,0.0,0.95,0.0,0.0,0.05,"[167, 426, 45, 56]",0.03,0.0,0.03,0.02,0.08,0.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"[502, 137, 136, 178]",0.03,0.0,0.04,0.87,0.01,0.03,0.02,"[169, 422, 44, 56]",0.01,0.0,0.0,0.97,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"[505, 151, 138, 185]",0.01,0.0,0.01,0.88,0.0,0.1,0.01,"[167, 426, 45, 59]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"[490, 164, 131, 183]",0.02,0.0,0.02,0.5,0.0,0.41,0.05,"[158, 434, 45, 57]",0.01,0.0,0.01,0.86,0.02,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"[506, 133, 134, 182]",0.03,0.0,0.01,0.9,0.04,0.01,0.01,"[145, 428, 45, 57]",0.1,0.0,0.09,0.37,0.03,0.16,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
